,img_path,defect_class,dataset
0,no-current-load/1657011327886739015.png,0,train
1,no-current-load/1657011328124627971.png,0,train
2,no-current-load/1657011328365113630.png,0,train
3,no-current-load/1657011328599468014.png,0,train
4,no-current-load/1657011328841196459.png,0,train
5,no-current-load/1657011329081632586.png,0,train
6,no-current-load/1657011329323460437.png,0,train
7,no-current-load/1657011329571339129.png,0,train
8,no-current-load/1657011329825424754.png,0,train
9,no-current-load/1657011330072776328.png,0,train
10,no-current-load/1657011330311044083.png,0,train
11,no-current-load/1657011330557000051.png,0,train
12,no-current-load/1657011330798827458.png,0,train
13,no-current-load/1657011331059414086.png,0,train
14,no-current-load/1657011331317399136.png,0,train
15,no-current-load/1657011331572695242.png,0,train
16,no-current-load/1657011331818520675.png,0,train
17,no-current-load/1657011332068492413.png,0,train
18,no-current-load/1657011332320417565.png,0,train
19,no-current-load/1657011332563378477.png,0,train
20,no-current-load/1657011332807881352.png,0,train
21,no-current-load/1657011333062324896.png,0,train
22,no-current-load/1657011333315641220.png,0,train
23,no-current-load/1657011333566994498.png,0,train
24,no-current-load/1657011333815079698.png,0,train
25,no-current-load/1657011334074161009.png,0,train
26,no-current-load/1657011334328983706.png,0,train
27,no-current-load/1657011334575859010.png,0,train
28,no-current-load/1657011334828148926.png,0,train
29,no-current-load/1657011335067578692.png,0,train
30,no-current-load/1657011335313177447.png,0,train
31,no-current-load/1657011335568889822.png,0,train
32,no-current-load/1657011335828775675.png,0,train
33,no-current-load/1657011336082646204.png,0,train
34,no-current-load/1657011336332536137.png,0,train
35,no-current-load/1657011336580554539.png,0,train
36,no-current-load/1657011337004609173.png,0,train
37,no-current-load/1657011337238525468.png,0,train
38,no-current-load/1657011337475783350.png,0,train
39,no-current-load/1657011337706876870.png,0,train
40,no-current-load/1657011337948979566.png,0,train
41,no-current-load/1657011338183220851.png,0,train
42,no-current-load/1657011338419831642.png,0,train
43,no-current-load/1657011338656112820.png,0,train
44,no-current-load/1657011338898547948.png,0,train
45,no-current-load/1657011339144381868.png,0,train
46,no-current-load/1657011339380554339.png,0,train
47,no-current-load/1657011339612191009.png,0,train
48,no-current-load/1657011339848613571.png,0,train
49,no-current-load/1657011340091180030.png,0,train
50,no-current-load/1657011340330448135.png,0,train
51,no-current-load/1657011340569142087.png,0,train
52,no-current-load/1657011340804175028.png,0,train
53,no-current-load/1657011341041867917.png,0,train
54,no-current-load/1657011341281645448.png,0,train
55,no-current-load/1657011341520271007.png,0,train
56,no-current-load/1657011341751641081.png,0,train
57,no-current-load/1657011341989931403.png,0,train
58,no-current-load/1657011342229377204.png,0,train
59,no-current-load/1657011342464204737.png,0,train
60,no-current-load/1657011342691275525.png,0,train
61,no-current-load/1657011342925223534.png,0,train
62,no-current-load/1657011343164344505.png,0,train
63,no-current-load/1657011343402328899.png,0,train
64,no-current-load/1657011343639383263.png,0,train
65,no-current-load/1657011343870259567.png,0,train
66,no-current-load/1657011344112042326.png,0,train
67,no-current-load/1657011344347655907.png,0,train
68,no-current-load/1657011344577470324.png,0,train
69,no-current-load/1657011344808626035.png,0,train
70,no-current-load/1657011345037756526.png,0,train
71,no-current-load/1657011345272004419.png,0,train
72,no-current-load/1657011345500639821.png,0,train
73,no-current-load/1657011345730947746.png,0,train
74,no-current-load/1657011345969102497.png,0,train
75,no-current-load/1657011346199353807.png,0,train
76,no-current-load/1657011346435630423.png,0,train
77,no-current-load/1657011346667470908.png,0,train
78,no-current-load/1657011346906208286.png,0,train
79,no-current-load/1657011347140013463.png,0,train
80,no-current-load/1657011347372610600.png,0,train
81,no-current-load/1657011347607238383.png,0,train
82,no-current-load/1657011347839230286.png,0,train
83,no-current-load/1657011348078909906.png,0,train
84,no-current-load/1657011348389768287.png,0,train
85,no-current-load/1657011348620785545.png,0,train
86,no-current-load/1657011348855630785.png,0,train
87,no-current-load/1657011349091565038.png,0,train
88,no-current-load/1657011349323822597.png,0,train
89,no-current-load/1657011349558260287.png,0,train
90,no-current-load/1657011349784183646.png,0,train
91,no-current-load/1657011350021039608.png,0,train
92,no-current-load/1657011350260141928.png,0,train
93,no-current-load/1657011350494057166.png,0,train
94,no-current-load/1657011350723085365.png,0,train
95,no-current-load/1657011350959640481.png,0,train
96,no-current-load-2/1657017847012139198.png,0,val
97,no-current-load-2/1657017847285731328.png,0,val
98,no-current-load-2/1657017847575359457.png,0,val
99,no-current-load-2/1657017847856062046.png,0,val
100,no-current-load-2/1657017848125347389.png,0,val
101,no-current-load-2/1657017848386547034.png,0,val
102,no-current-load-2/1657017848656514684.png,0,val
103,no-current-load-2/1657017848905552104.png,0,val
104,no-current-load-2/1657017849169990197.png,0,val
105,no-current-load-2/1657017849433308752.png,0,val
106,no-current-load-2/1657017849704978935.png,0,val
107,no-current-load-2/1657017849971692631.png,0,val
108,no-current-load-2/1657017850243824419.png,0,val
109,no-current-load-2/1657017850531480348.png,0,val
110,no-current-load-2/1657017850805296114.png,0,val
111,no-current-load-2/1657017851068620736.png,0,val
112,no-current-load-2/1657017851330590740.png,0,val
113,no-current-load-2/1657017851598466036.png,0,val
114,no-current-load-2/1657017851894636842.png,0,val
115,no-current-load-2/1657017852183176473.png,0,val
116,no-current-load-2/1657017852457915552.png,0,val
117,no-current-load-2/1657017852736106682.png,0,val
118,no-current-load-2/1657017853006476037.png,0,val
119,no-current-load-2/1657017853271932500.png,0,val
120,no-current-load-2/1657017853548544680.png,0,val
121,no-current-load-2/1657017853825502270.png,0,val
122,no-current-load-2/1657017854085586463.png,0,val
123,no-current-load-2/1657017854343039396.png,0,val
124,no-current-load-2/1657017854609745300.png,0,val
125,no-current-load-2/1657017854868841898.png,0,val
126,no-current-load-2/1657017855127877882.png,0,val
127,no-current-load-2/1657017855389438514.png,0,val
128,no-current-load-2/1657017855648790245.png,0,val
129,no-current-load-2/1657017855902565488.png,0,val
130,no-current-load-2/1657017856156596299.png,0,val
131,no-current-load-2/1657017856412731150.png,0,val
132,no-current-load-2/1657017856675745174.png,0,val
133,no-current-load-2/1657017856928145065.png,0,val
134,no-current-load-2/1657017857183611311.png,0,val
135,no-current-load-2/1657017857437130686.png,0,val
136,no-current-load-2/1657017857695375046.png,0,val
137,no-current-load-2/1657017857950543513.png,0,val
138,no-current-load-2/1657017858204002839.png,0,val
139,no-current-load-2/1657017858461498744.png,0,val
140,no-current-load-2/1657017858722801965.png,0,val
141,no-current-load-2/1657017858988003117.png,0,val
142,no-current-load-2/1657017859263943497.png,0,val
143,no-current-load-2/1657017859544849767.png,0,val
144,no-current-load-2/1657017859818175849.png,0,val
145,no-current-load-2/1657017860104461567.png,0,val
146,no-current-load-2/1657017860377682094.png,0,val
147,no-current-load-2/1657017860658951944.png,0,val
148,no-current-load-2/1657017860941887192.png,0,val
149,no-current-load-2/1657017861219096315.png,0,val
150,no-current-load-2/1657017861497343259.png,0,val
151,no-current-load-2/1657017861780852145.png,0,val
152,no-current-load-2/1657017862058210098.png,0,val
153,no-current-load-2/1657017862341105059.png,0,val
154,no-current-load-2/1657017862626959569.png,0,val
155,no-current-load-2/1657017862914127010.png,0,val
156,no-current-load-2/1657017863200203135.png,0,val
157,no-current-load-2/1657017863481862206.png,0,val
158,no-current-load-2/1657017864050425260.png,0,val
159,no-current-load-2/1657017864323660259.png,0,val
160,no-current-load-2/1657017864604251916.png,0,val
161,no-current-load-2/1657017864879752753.png,0,val
162,no-current-load-2/1657017865165460889.png,0,val
163,no-current-load-2/1657017865450474649.png,0,val
164,no-current-load-2/1657017865727632563.png,0,val
165,no-current-load-2/1657017865978639880.png,0,val
166,no-current-load-2/1657017866251508489.png,0,val
167,no-current-load-2/1657017866525797129.png,0,val
168,no-current-load-2/1657017866816350959.png,0,val
169,no-current-load-2/1657017867093648851.png,0,val
170,no-current-load-2/1657017867361728329.png,0,val
171,no-current-load-2/1657017867630471934.png,0,val
172,no-current-load-2/1657017867900148772.png,0,val
173,no-current-load-2/1657017868160594537.png,0,val
174,no-current-load-2/1657017868426082991.png,0,val
175,no-current-load-2/1657017868697047442.png,0,val
176,no-current-load-2/1657017868962778807.png,0,val
177,no-current-load-2/1657017869234716082.png,0,val
178,no-current-load-2/1657017869511961653.png,0,val
179,no-current-load-2/1657017869783327025.png,0,val
180,no-current-load-2/1657017870051986960.png,0,val
181,no-current-load-2/1657017870318924585.png,0,val
182,no-current-load-2/1657017870589133040.png,0,val
183,no-current-load-2/1657017870850871526.png,0,val
184,no-current-load-2/1657017871173587335.png,0,val
185,no-current-load-2/1657017871447584287.png,0,val
186,no-current-load-2/1657017871715383391.png,0,val
187,no-current-load-2/1657017871978272756.png,0,val
188,no-current-load-2/1657017872243272139.png,0,val
189,no-current-load-2/1657017872498595318.png,0,val
190,no-current-load-2/1657017872757567868.png,0,val
191,misalignment-no-current-load/1657012168831039560.png,1,train
192,misalignment-no-current-load/1657012169061665669.png,1,train
193,misalignment-no-current-load/1657012169297282639.png,1,train
194,misalignment-no-current-load/1657012169531522469.png,1,train
195,misalignment-no-current-load/1657012169764165350.png,1,train
196,misalignment-no-current-load/1657012170002460438.png,1,train
197,misalignment-no-current-load/1657012170236679523.png,1,train
198,misalignment-no-current-load/1657012170475121204.png,1,train
199,misalignment-no-current-load/1657012170706449216.png,1,train
200,misalignment-no-current-load/1657012170940485824.png,1,train
201,misalignment-no-current-load/1657012171176002541.png,1,train
202,misalignment-no-current-load/1657012171409515457.png,1,train
203,misalignment-no-current-load/1657012171646234639.png,1,train
204,misalignment-no-current-load/1657012171875416759.png,1,train
205,misalignment-no-current-load/1657012172110050994.png,1,train
206,misalignment-no-current-load/1657012172341218944.png,1,train
207,misalignment-no-current-load/1657012172562562217.png,1,train
208,misalignment-no-current-load/1657012172791047277.png,1,train
209,misalignment-no-current-load/1657012173021155799.png,1,train
210,misalignment-no-current-load/1657012173252828417.png,1,train
211,misalignment-no-current-load/1657012173486952244.png,1,train
212,misalignment-no-current-load/1657012173718634459.png,1,train
213,misalignment-no-current-load/1657012173948565921.png,1,train
214,misalignment-no-current-load/1657012174180380661.png,1,train
215,misalignment-no-current-load/1657012174411582677.png,1,train
216,misalignment-no-current-load/1657012174645503756.png,1,train
217,misalignment-no-current-load/1657012174877101562.png,1,train
218,misalignment-no-current-load/1657012175105713334.png,1,train
219,misalignment-no-current-load/1657012175338119834.png,1,train
220,misalignment-no-current-load/1657012175566414725.png,1,train
221,misalignment-no-current-load/1657012175796988709.png,1,train
222,misalignment-no-current-load/1657012176027889054.png,1,train
223,misalignment-no-current-load/1657012176253722092.png,1,train
224,misalignment-no-current-load/1657012176485806194.png,1,train
225,misalignment-no-current-load/1657012176718382368.png,1,train
226,misalignment-no-current-load/1657012176951837327.png,1,train
227,misalignment-no-current-load/1657012177183402211.png,1,train
228,misalignment-no-current-load/1657012177413751423.png,1,train
229,misalignment-no-current-load/1657012177649885873.png,1,train
230,misalignment-no-current-load/1657012177880614302.png,1,train
231,misalignment-no-current-load/1657012178109461650.png,1,train
232,misalignment-no-current-load/1657012178343476717.png,1,train
233,misalignment-no-current-load/1657012178577917774.png,1,train
234,misalignment-no-current-load/1657012178811101878.png,1,train
235,misalignment-no-current-load/1657012179042341314.png,1,train
236,misalignment-no-current-load/1657012179273382317.png,1,train
237,misalignment-no-current-load/1657012179507542442.png,1,train
238,misalignment-no-current-load/1657012179735957798.png,1,train
239,misalignment-no-current-load/1657012179965388033.png,1,train
240,misalignment-no-current-load/1657012180196026911.png,1,train
241,misalignment-no-current-load/1657012180431890419.png,1,train
242,misalignment-no-current-load/1657012180668438242.png,1,train
243,misalignment-no-current-load/1657012180902495188.png,1,train
244,misalignment-no-current-load/1657012181132236229.png,1,train
245,misalignment-no-current-load/1657012181362820068.png,1,train
246,misalignment-no-current-load/1657012181597664965.png,1,train
247,misalignment-no-current-load/1657012181831625068.png,1,train
248,misalignment-no-current-load/1657012182060506109.png,1,train
249,misalignment-no-current-load/1657012182289435782.png,1,train
250,misalignment-no-current-load/1657012182525057020.png,1,train
251,misalignment-no-current-load/1657012182750985474.png,1,train
252,misalignment-no-current-load/1657012182985892321.png,1,train
253,misalignment-no-current-load/1657012183218483649.png,1,train
254,misalignment-no-current-load/1657012183451620989.png,1,train
255,misalignment-no-current-load/1657012183683193291.png,1,train
256,misalignment-no-current-load/1657012183913315184.png,1,train
257,misalignment-no-current-load/1657012184143581325.png,1,train
258,misalignment-no-current-load/1657012184375133659.png,1,train
259,misalignment-no-current-load/1657012184610390734.png,1,train
260,misalignment-no-current-load/1657012184842263462.png,1,train
261,misalignment-no-current-load/1657012185074011514.png,1,train
262,misalignment-no-current-load/1657012185305366793.png,1,train
263,misalignment-no-current-load/1657012185540101179.png,1,train
264,misalignment-no-current-load/1657012185769994375.png,1,train
265,misalignment-no-current-load/1657012186000584068.png,1,train
266,misalignment-no-current-load/1657012186227956072.png,1,train
267,misalignment-no-current-load/1657012186457303537.png,1,train
268,misalignment-no-current-load/1657012186689352446.png,1,train
269,misalignment-no-current-load/1657012186918413699.png,1,train
270,misalignment-no-current-load/1657012187142367767.png,1,train
271,misalignment-no-current-load/1657012187367566047.png,1,train
272,misalignment-no-current-load/1657012187601931244.png,1,train
273,misalignment-no-current-load/1657012187831263494.png,1,train
274,misalignment-no-current-load/1657012188065290112.png,1,train
275,misalignment-no-current-load/1657012188300280390.png,1,train
276,misalignment-no-current-load/1657012188532481592.png,1,train
277,misalignment-no-current-load/1657012188760432665.png,1,train
278,misalignment-no-current-load/1657012188993257387.png,1,train
279,misalignment-no-current-load/1657012189225268993.png,1,train
280,misalignment-no-current-load/1657012189454724183.png,1,train
281,misalignment-no-current-load/1657012189689066242.png,1,train
282,misalignment-no-current-load/1657012189920727671.png,1,train
283,misalignment-no-current-load/1657012190147869530.png,1,train
284,misalignment-no-current-load/1657012190379649055.png,1,train
285,misalignment-no-current-load/1657012190616428258.png,1,train
286,misalignment-no-current-load/1657012190846740067.png,1,train
287,misalignment-no-current-load/1657012191074250616.png,1,train
288,misalignment-no-current-load/1657012191304503837.png,1,train
